sex,group_age,race,charlson,visits,in_group,svi_group,vax_status,year,PCR_results,count
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,<0.5,Booster Dose,2022,Negative,45
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,<0.5,Booster Dose,2022,Positive,7
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,<0.5,Full Primary Series,2021,Negative,444
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,<0.5,Full Primary Series,2021,Positive,10
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,<0.5,Full Primary Series,2022,Negative,144
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,<0.5,Full Primary Series,2022,Positive,19
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,<0.5,Unvaccinated,2021,Negative,569
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,<0.5,Unvaccinated,2021,Positive,9
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,<0.5,Unvaccinated,2022,Negative,188
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,<0.5,Unvaccinated,2022,Positive,32
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,0.5+,1 Dose mRNA,2021,Negative,59
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,0.5+,1 Dose mRNA,2021,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,0.5+,1 Dose mRNA,2022,Negative,23
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,0.5+,1 Dose mRNA,2022,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,0.5+,Booster Dose,2021,Negative,93
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,0.5+,Booster Dose,2021,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,0.5+,Booster Dose,2022,Negative,49
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,0.5+,Booster Dose,2022,Positive,10
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,0.5+,Full Primary Series,2021,Negative,330
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,0.5+,Full Primary Series,2021,Positive,7
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,0.5+,Full Primary Series,2022,Negative,124
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,0.5+,Full Primary Series,2022,Positive,20
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,0.5+,Unvaccinated,2021,Negative,464
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,0.5+,Unvaccinated,2021,Positive,6
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,0.5+,Unvaccinated,2022,Negative,155
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Insured,0.5+,Unvaccinated,2022,Positive,32
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Uninsured,<0.5,1 Dose mRNA,2021,Negative,7
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Uninsured,<0.5,Booster Dose,2021,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Uninsured,<0.5,Full Primary Series,2021,Negative,9
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Uninsured,<0.5,Full Primary Series,2022,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Uninsured,<0.5,Unvaccinated,2021,Negative,120
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Uninsured,<0.5,Unvaccinated,2021,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Uninsured,<0.5,Unvaccinated,2022,Negative,22
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Uninsured,<0.5,Unvaccinated,2022,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Uninsured,0.5+,1 Dose mRNA,2021,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Uninsured,0.5+,1 Dose mRNA,2022,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Uninsured,0.5+,Booster Dose,2021,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Uninsured,0.5+,Full Primary Series,2021,Negative,10
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Uninsured,0.5+,Full Primary Series,2022,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Uninsured,0.5+,Full Primary Series,2022,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Uninsured,0.5+,Unvaccinated,2021,Negative,122
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Uninsured,0.5+,Unvaccinated,2021,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Uninsured,0.5+,Unvaccinated,2022,Negative,30
FEMALE,40+ years,Non-Hispanic White,Score: 1+,0 visits,Uninsured,0.5+,Unvaccinated,2022,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,<0.5,1 Dose mRNA,2021,Negative,137
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,<0.5,1 Dose mRNA,2021,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,<0.5,1 Dose mRNA,2022,Negative,51
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,<0.5,1 Dose mRNA,2022,Positive,9
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,<0.5,Booster Dose,2021,Negative,355
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,<0.5,Booster Dose,2021,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,<0.5,Booster Dose,2022,Negative,167
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,<0.5,Booster Dose,2022,Positive,22
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,<0.5,Full Primary Series,2021,Negative,999
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,<0.5,Full Primary Series,2021,Positive,24
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,<0.5,Full Primary Series,2022,Negative,392
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,<0.5,Full Primary Series,2022,Positive,44
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,<0.5,Unvaccinated,2021,Negative,381
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,<0.5,Unvaccinated,2021,Positive,6
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,<0.5,Unvaccinated,2022,Negative,128
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,<0.5,Unvaccinated,2022,Positive,24
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,0.5+,1 Dose mRNA,2021,Negative,185
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,0.5+,1 Dose mRNA,2021,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,0.5+,1 Dose mRNA,2022,Negative,106
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,0.5+,1 Dose mRNA,2022,Positive,15
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,0.5+,Booster Dose,2021,Negative,618
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,0.5+,Booster Dose,2021,Positive,9
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,0.5+,Booster Dose,2022,Negative,437
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,0.5+,Booster Dose,2022,Positive,36
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,0.5+,Full Primary Series,2021,Negative,1484
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,0.5+,Full Primary Series,2021,Positive,31
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,0.5+,Full Primary Series,2022,Negative,730
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,0.5+,Full Primary Series,2022,Positive,99
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,0.5+,Unvaccinated,2021,Negative,474
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,0.5+,Unvaccinated,2021,Positive,7
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,0.5+,Unvaccinated,2022,Negative,219
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Insured,0.5+,Unvaccinated,2022,Positive,32
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Uninsured,<0.5,Full Primary Series,2021,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Uninsured,<0.5,Full Primary Series,2022,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Uninsured,<0.5,Unvaccinated,2021,Negative,6
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Uninsured,<0.5,Unvaccinated,2022,Positive,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Uninsured,0.5+,1 Dose mRNA,2021,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Uninsured,0.5+,1 Dose mRNA,2022,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Uninsured,0.5+,Booster Dose,2021,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Uninsured,0.5+,Booster Dose,2022,Negative,<5
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Uninsured,0.5+,Full Primary Series,2021,Negative,7
FEMALE,40+ years,Non-Hispanic White,Score: 1+,1+ visits,Uninsured,0.5+,Unvaccinated,2021,Negative,<5
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,<0.5,1 Dose mRNA,2021,Negative,51
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,<0.5,1 Dose mRNA,2022,Negative,26
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,<0.5,1 Dose mRNA,2022,Positive,<5
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,<0.5,Booster Dose,2021,Negative,59
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,<0.5,Booster Dose,2021,Positive,<5
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,<0.5,Booster Dose,2022,Negative,17
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,<0.5,Booster Dose,2022,Positive,7
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,<0.5,Full Primary Series,2021,Negative,364
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,<0.5,Full Primary Series,2021,Positive,7
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,<0.5,Full Primary Series,2022,Negative,77
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,<0.5,Full Primary Series,2022,Positive,16
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,<0.5,Unvaccinated,2021,Negative,545
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,<0.5,Unvaccinated,2021,Positive,21
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,<0.5,Unvaccinated,2022,Negative,155
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,<0.5,Unvaccinated,2022,Positive,48
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,0.5+,1 Dose mRNA,2021,Negative,38
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,0.5+,1 Dose mRNA,2021,Positive,<5
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,0.5+,1 Dose mRNA,2022,Negative,19
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,0.5+,1 Dose mRNA,2022,Positive,<5
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,0.5+,Booster Dose,2021,Negative,62
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,0.5+,Booster Dose,2021,Positive,<5
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,0.5+,Booster Dose,2022,Negative,49
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,0.5+,Booster Dose,2022,Positive,<5
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,0.5+,Full Primary Series,2021,Negative,244
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,0.5+,Full Primary Series,2021,Positive,15
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,0.5+,Full Primary Series,2022,Negative,125
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,0.5+,Full Primary Series,2022,Positive,22
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,0.5+,Unvaccinated,2021,Negative,434
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,0.5+,Unvaccinated,2021,Positive,17
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,0.5+,Unvaccinated,2022,Negative,159
FEMALE,40+ years,Other,Score: 0,0 visits,Insured,0.5+,Unvaccinated,2022,Positive,39
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,<0.5,1 Dose mRNA,2021,Negative,<5
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,<0.5,1 Dose mRNA,2022,Negative,<5
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,<0.5,1 Dose mRNA,2022,Positive,<5
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,<0.5,Booster Dose,2021,Negative,<5
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,<0.5,Full Primary Series,2021,Negative,22
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,<0.5,Full Primary Series,2021,Positive,<5
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,<0.5,Full Primary Series,2022,Negative,<5
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,<0.5,Full Primary Series,2022,Positive,<5
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,<0.5,Unvaccinated,2021,Negative,152
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,<0.5,Unvaccinated,2021,Positive,9
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,<0.5,Unvaccinated,2022,Negative,34
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,<0.5,Unvaccinated,2022,Positive,10
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,0.5+,1 Dose mRNA,2021,Negative,<5
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,0.5+,1 Dose mRNA,2022,Negative,<5
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,0.5+,Booster Dose,2021,Negative,6
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,0.5+,Booster Dose,2022,Negative,<5
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,0.5+,Booster Dose,2022,Positive,<5
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,0.5+,Full Primary Series,2021,Negative,20
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,0.5+,Full Primary Series,2021,Positive,<5
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,0.5+,Full Primary Series,2022,Negative,8
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,0.5+,Full Primary Series,2022,Positive,8
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,0.5+,Unvaccinated,2021,Negative,118
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,0.5+,Unvaccinated,2021,Positive,7
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,0.5+,Unvaccinated,2022,Negative,51
FEMALE,40+ years,Other,Score: 0,0 visits,Uninsured,0.5+,Unvaccinated,2022,Positive,11
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,<0.5,1 Dose mRNA,2021,Negative,71
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,<0.5,1 Dose mRNA,2021,Positive,<5
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,<0.5,1 Dose mRNA,2022,Negative,22
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,<0.5,1 Dose mRNA,2022,Positive,<5
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,<0.5,Booster Dose,2021,Negative,70
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,<0.5,Booster Dose,2021,Positive,<5
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,<0.5,Booster Dose,2022,Negative,30
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,<0.5,Booster Dose,2022,Positive,7
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,<0.5,Full Primary Series,2021,Negative,358
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,<0.5,Full Primary Series,2021,Positive,10
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,<0.5,Full Primary Series,2022,Negative,103
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,<0.5,Full Primary Series,2022,Positive,20
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,<0.5,Unvaccinated,2021,Negative,305
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,<0.5,Unvaccinated,2021,Positive,14
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,<0.5,Unvaccinated,2022,Negative,46
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,<0.5,Unvaccinated,2022,Positive,22
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,0.5+,1 Dose mRNA,2021,Negative,143
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,0.5+,1 Dose mRNA,2021,Positive,9
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,0.5+,1 Dose mRNA,2022,Negative,84
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,0.5+,1 Dose mRNA,2022,Positive,10
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,0.5+,Booster Dose,2021,Negative,204
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,0.5+,Booster Dose,2021,Positive,10
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,0.5+,Booster Dose,2022,Negative,178
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,0.5+,Booster Dose,2022,Positive,13
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,0.5+,Full Primary Series,2021,Negative,753
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,0.5+,Full Primary Series,2021,Positive,49
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,0.5+,Full Primary Series,2022,Negative,357
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,0.5+,Full Primary Series,2022,Positive,84
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,0.5+,Unvaccinated,2021,Negative,465
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,0.5+,Unvaccinated,2021,Positive,29
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,0.5+,Unvaccinated,2022,Negative,173
FEMALE,40+ years,Other,Score: 0,1+ visits,Insured,0.5+,Unvaccinated,2022,Positive,48
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,<0.5,1 Dose mRNA,2021,Negative,<5
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,<0.5,1 Dose mRNA,2022,Positive,<5
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,<0.5,Booster Dose,2021,Negative,<5
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,<0.5,Full Primary Series,2021,Negative,11
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,<0.5,Full Primary Series,2021,Positive,<5
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,<0.5,Full Primary Series,2022,Negative,<5
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,<0.5,Full Primary Series,2022,Positive,<5
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,<0.5,Unvaccinated,2021,Negative,22
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,<0.5,Unvaccinated,2021,Positive,<5
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,<0.5,Unvaccinated,2022,Negative,<5
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,<0.5,Unvaccinated,2022,Positive,<5
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,0.5+,1 Dose mRNA,2021,Negative,<5
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,0.5+,1 Dose mRNA,2021,Positive,<5
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,0.5+,1 Dose mRNA,2022,Negative,<5
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,0.5+,1 Dose mRNA,2022,Positive,<5
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,0.5+,Booster Dose,2021,Negative,6
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,0.5+,Booster Dose,2022,Negative,13
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,0.5+,Booster Dose,2022,Positive,<5
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,0.5+,Full Primary Series,2021,Negative,28
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,0.5+,Full Primary Series,2021,Positive,<5
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,0.5+,Full Primary Series,2022,Negative,17
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,0.5+,Full Primary Series,2022,Positive,13
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,0.5+,Unvaccinated,2021,Negative,20
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,0.5+,Unvaccinated,2021,Positive,7
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,0.5+,Unvaccinated,2022,Negative,9
FEMALE,40+ years,Other,Score: 0,1+ visits,Uninsured,0.5+,Unvaccinated,2022,Positive,<5
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,<0.5,1 Dose mRNA,2021,Negative,37
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,<0.5,1 Dose mRNA,2022,Negative,<5
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,<0.5,1 Dose mRNA,2022,Positive,<5
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,<0.5,Booster Dose,2021,Negative,37
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,<0.5,Booster Dose,2021,Positive,<5
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,<0.5,Booster Dose,2022,Negative,28
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,<0.5,Booster Dose,2022,Positive,<5
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,<0.5,Full Primary Series,2021,Negative,160
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,<0.5,Full Primary Series,2021,Positive,<5
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,<0.5,Full Primary Series,2022,Negative,59
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,<0.5,Full Primary Series,2022,Positive,6
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,<0.5,Unvaccinated,2021,Negative,434
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,<0.5,Unvaccinated,2021,Positive,11
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,<0.5,Unvaccinated,2022,Negative,111
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,<0.5,Unvaccinated,2022,Positive,20
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,0.5+,1 Dose mRNA,2021,Negative,20
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,0.5+,1 Dose mRNA,2021,Positive,<5
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,0.5+,1 Dose mRNA,2022,Negative,17
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,0.5+,1 Dose mRNA,2022,Positive,<5
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,0.5+,Booster Dose,2021,Negative,32
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,0.5+,Booster Dose,2022,Negative,19
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,0.5+,Booster Dose,2022,Positive,<5
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,0.5+,Full Primary Series,2021,Negative,123
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,0.5+,Full Primary Series,2021,Positive,9
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,0.5+,Full Primary Series,2022,Negative,60
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,0.5+,Full Primary Series,2022,Positive,16
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,0.5+,Unvaccinated,2021,Negative,380
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,0.5+,Unvaccinated,2021,Positive,10
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,0.5+,Unvaccinated,2022,Negative,152
FEMALE,40+ years,Other,Score: 1+,0 visits,Insured,0.5+,Unvaccinated,2022,Positive,18
FEMALE,40+ years,Other,Score: 1+,0 visits,Uninsured,<0.5,1 Dose mRNA,2021,Negative,8
FEMALE,40+ years,Other,Score: 1+,0 visits,Uninsured,<0.5,1 Dose mRNA,2022,Negative,<5
FEMALE,40+ years,Other,Score: 1+,0 visits,Uninsured,<0.5,1 Dose mRNA,2022,Positive,<5
FEMALE,40+ years,Other,Score: 1+,0 visits,Uninsured,<0.5,Booster Dose,2021,Negative,<5
FEMALE,40+ years,Other,Score: 1+,0 visits,Uninsured,<0.5,Full Primary Series,2021,Negative,27
FEMALE,40+ years,Other,Score: 1+,0 visits,Uninsured,<0.5,Full Primary Series,2022,Negative,<5
FEMALE,40+ years,Other,Score: 1+,0 visits,Uninsured,<0.5,Full Primary Series,2022,Positive,<5
FEMALE,40+ years,Other,Score: 1+,0 visits,Uninsured,<0.5,Unvaccinated,2021,Negative,299
FEMALE,40+ years,Other,Score: 1+,0 visits,Uninsured,<0.5,Unvaccinated,2021,Positive,10
FEMALE,40+ years,Other,Score: 1+,0 visits,Uninsured,<0.5,Unvaccinated,2022,Negative,54
FEMALE,40+ years,Other,Score: 1+,0 visits,Uninsured,<0.5,Unvaccinated,2022,Positive,17
FEMALE,40+ years,Other,Score: 1+,0 visits,Uninsured,0.5+,1 Dose mRNA,2021,Negative,9
FEMALE,40+ years,Other,Score: 1+,0 visits,Uninsured,0.5+,1 Dose mRNA,2022,Negative,9
FEMALE,40+ years,Other,Score: 1+,0 visits,Uninsured,0.5+,1 Dose mRNA,2022,Positive,<5
FEMALE,40+ years,Other,Score: 1+,0 visits,Uninsured,0.5+,Booster Dose,2021,Negative,<5
FEMALE,40+ years,Other,Score: 1+,0 visits,Uninsured,0.5+,Booster Dose,2022,Negative,<5
FEMALE,40+ years,Other,Score: 1+,0 visits,Uninsured,0.5+,Booster Dose,2022,Positive,<5
FEMALE,40+ years,Other,Score: 1+,0 visits,Uninsured,0.5+,Full Primary Series,2021,Negative,19
FEMALE,40+ years,Other,Score: 1+,0 visits,Uninsured,0.5+,Full Primary Series,2021,Positive,<5
FEMALE,40+ years,Other,Score: 1+,0 visits,Uninsured,0.5+,Full Primary Series,2022,Negative,9
